,t,c,symbol,returns,ma,ratio,position
0,2020-11-30T05:00:00Z,28.42,PPL,,,,
1,2020-12-01T05:00:00Z,28.36,PPL,-0.00211342100502776,,,
2,2020-12-02T05:00:00Z,28.53,PPL,0.005976463561481626,,,
3,2020-12-03T05:00:00Z,28.46,PPL,-0.0024565725637022418,,,
4,2020-12-04T05:00:00Z,28.61,PPL,0.00525671440031239,,,
5,2020-12-07T05:00:00Z,28.85,PPL,0.008353685892089846,,,
6,2020-12-08T05:00:00Z,29.05,PPL,0.006908490343811913,,,
7,2020-12-09T05:00:00Z,28.88,PPL,-0.005869169273295061,,,
8,2020-12-10T05:00:00Z,28.12,PPL,-0.02666824708216131,,,
9,2020-12-11T05:00:00Z,28.08,PPL,-0.0014234877848537941,,,
10,2020-12-14T05:00:00Z,27.6,PPL,-0.01724180643450568,,,
11,2020-12-15T05:00:00Z,27.93,PPL,0.0118856072339808,,,
12,2020-12-16T05:00:00Z,27.32,PPL,-0.02208234525449626,,,
13,2020-12-17T05:00:00Z,27.35,PPL,0.0010974941654011694,,,
14,2020-12-18T05:00:00Z,26.95,PPL,-0.014733231512984002,,,
15,2020-12-21T05:00:00Z,26.71,PPL,-0.00894527023313696,,,
16,2020-12-22T05:00:00Z,26.33,PPL,-0.014329053613651332,,,
17,2020-12-23T05:00:00Z,26.78,PPL,0.01694636675480865,,,
18,2020-12-24T05:00:00Z,26.89,PPL,0.004099130017746866,,,
19,2020-12-28T05:00:00Z,27.25,PPL,0.013299050828479597,,,
20,2020-12-29T05:00:00Z,27.3,PPL,0.0018331810816611949,27.798571428571428,0.9820648543090601,
21,2020-12-30T05:00:00Z,27.59,PPL,0.01056668603828026,27.75904761904762,0.9939101794352763,
22,2020-12-31T05:00:00Z,28.2,PPL,0.021868589714873377,27.751428571428576,1.0161639040461234,
23,2021-01-04T05:00:00Z,27.58,PPL,-0.02223110557891239,27.70619047619047,0.9954454050152107,
24,2021-01-05T05:00:00Z,27.61,PPL,0.0010871535769076957,27.665714285714287,0.9979861613136424,
25,2021-01-06T05:00:00Z,28.11,PPL,0.017947358976377448,27.64190476190476,1.0169342613009922,
26,2021-01-07T05:00:00Z,27.74,PPL,-0.013249970031755431,27.58904761904762,1.0054714603793775,
27,2021-01-08T05:00:00Z,27.81,PPL,0.0025202533591883736,27.53,1.0101707228478023,
28,2021-01-11T05:00:00Z,27.77,PPL,-0.0014393669271655085,27.477142857142855,1.0106582094208174,
29,2021-01-12T05:00:00Z,27.95,PPL,0.0064608982824001515,27.469047619047622,1.017508884458698,
30,2021-01-13T05:00:00Z,28.09,PPL,0.004996441515043859,27.46952380952381,1.0225878029331206,
31,2021-01-14T05:00:00Z,28.21,PPL,0.004262883897752978,27.498571428571424,1.0258714738427972,
32,2021-01-15T05:00:00Z,28.57,PPL,0.012680691228776464,27.52904761904762,1.0378128729826503,-1.0
33,2021-01-19T05:00:00Z,28.14,PPL,-0.015165164556438349,27.568095238095236,1.0207451678095798,-1.0
34,2021-01-20T05:00:00Z,27.97,PPL,-0.006059544472374778,27.597619047619045,1.013493227504098,-1.0
35,2021-01-21T05:00:00Z,27.76,PPL,-0.007536371575264766,27.636190476190478,1.004479977944724,-1.0
36,2021-01-22T05:00:00Z,27.82,PPL,0.002159050856693323,27.68904761904762,1.0047293927459713,-1.0
37,2021-01-25T05:00:00Z,28.11,PPL,0.010370198423143684,27.773809523809526,1.0121045863694813,-1.0
38,2021-01-26T05:00:00Z,28.25,PPL,0.004968072674009338,27.84380952380952,1.01458817895745,-1.0
39,2021-01-27T05:00:00Z,27.8,PPL,-0.01605743689585859,27.887142857142855,0.9968751600840122,-1.0
40,2021-01-28T05:00:00Z,28.13,PPL,0.011800601805174171,27.92904761904762,1.0071951032377964,-1.0
41,2021-01-29T05:00:00Z,27.67,PPL,-0.016487828702930862,27.946666666666665,0.9901001908396948,-1.0
42,2021-02-01T05:00:00Z,27.95,PPL,0.010068405802273528,27.963809523809523,0.9995061644302159,-1.0
43,2021-02-02T05:00:00Z,27.84,PPL,-0.003943364134889382,27.946666666666665,0.9961832061068703,-1.0
44,2021-02-03T05:00:00Z,27.79,PPL,-0.00179759171180649,27.956666666666667,0.9940383927506855,-1.0
45,2021-02-04T05:00:00Z,27.9,PPL,0.003950445072907538,27.97047619047619,0.9974803364091388,-1.0
46,2021-02-05T05:00:00Z,27.87,PPL,-0.0010758473334631091,27.959047619047617,0.9968150696597065,-1.0
47,2021-02-08T05:00:00Z,27.87,PPL,0.0,27.965238095238096,0.9965944114291553,-1.0
48,2021-02-09T05:00:00Z,27.95,PPL,0.0028663581072514432,27.971904761904767,0.9992169013125413,-1.0
49,2021-02-10T05:00:00Z,28.06,PPL,0.003927875073206355,27.985714285714288,1.0026544155181214,-1.0
50,2021-02-11T05:00:00Z,27.94,PPL,-0.0042857208454987195,27.9852380952381,0.9983835015058958,-1.0
51,2021-02-12T05:00:00Z,28.01,PPL,0.0025022354432011618,27.981428571428573,1.0010210854137949,-1.0
52,2021-02-16T05:00:00Z,28.01,PPL,0.0,27.971904761904767,1.0013619107607972,-1.0
53,2021-02-17T05:00:00Z,28.07,PPL,0.0021398011017739194,27.948095238095238,1.004361827196674,-1.0
54,2021-02-18T05:00:00Z,27.77,PPL,-0.010745089055082868,27.93047619047619,0.9942544412998262,-1.0
55,2021-02-19T05:00:00Z,27.68,PPL,-0.0032461705692394816,27.916666666666668,0.9915223880597014,-1.0
56,2021-02-22T05:00:00Z,27.48,PPL,-0.007251663395320129,27.903333333333336,0.9848285748417154,-1.0
57,2021-02-23T05:00:00Z,27.48,PPL,0.0,27.887142857142855,0.9854003380974337,-1.0
58,2021-02-24T05:00:00Z,27.49,PPL,0.0003638348230059485,27.857619047619046,0.9868036443821473,-1.0
59,2021-02-25T05:00:00Z,26.99,PPL,-0.01835587514724102,27.797619047619047,0.9709464668094218,-1.0
60,2021-02-26T05:00:00Z,26.19,PPL,-0.03008876851029285,27.72095238095238,0.9447727350809084,1.0
61,2021-03-01T05:00:00Z,26.89,PPL,0.02637681176115292,27.66190476190476,0.9720950249612671,1.0
62,2021-03-02T05:00:00Z,27.14,PPL,0.009254184125949472,27.636666666666667,0.982028705825594,1.0
63,2021-03-03T05:00:00Z,27.48,PPL,0.012449812947425531,27.614285714285714,0.9951370926021729,1.0
64,2021-03-04T05:00:00Z,27.91,PPL,0.015526580194082484,27.617619047619044,1.0105867544873013,1.0
65,2021-03-05T05:00:00Z,28.25,PPL,0.012108410044219031,27.63952380952381,1.0220870733766345,1.0
66,2021-03-08T05:00:00Z,28.31,PPL,0.002121641531358076,27.65904761904762,1.0235348805178706,1.0
67,2021-03-09T05:00:00Z,27.28,PPL,-0.03706126614854677,27.63095238095238,0.9872985781990522,1.0
68,2021-03-10T05:00:00Z,27.46,PPL,0.00657656736456369,27.611428571428572,0.9945157284768212,1.0
69,2021-03-11T05:00:00Z,27.21,PPL,-0.009145847544670183,27.576190476190472,0.9867207736142292,1.0
70,2021-03-12T05:00:00Z,27.71,PPL,0.018208806079732298,27.55952380952381,1.0054600431965444,1.0
71,2021-03-15T04:00:00Z,28.25,PPL,0.019300098717562886,27.57428571428571,1.0245052326183817,1.0
72,2021-03-16T04:00:00Z,28.3,PPL,0.0017683470567417814,27.588095238095235,1.0258047812203333,1.0
73,2021-03-17T04:00:00Z,28.02,PPL,-0.009943263740330721,27.58857142857143,1.0156379453189726,1.0
74,2021-03-18T04:00:00Z,29.69,PPL,0.057891747866807286,27.665714285714287,1.0731694722709904,-1.0
75,2021-03-19T04:00:00Z,29.59,PPL,-0.003373822363549994,27.752380952380957,1.0662148249828414,-1.0
76,2021-03-22T04:00:00Z,29.07,PPL,-0.01772975184133374,27.818571428571424,1.0449853643506395,-1.0
77,2021-03-23T04:00:00Z,28.57,PPL,-0.017349498328103063,27.87047619047619,1.0250990978676873,-1.0
78,2021-03-24T04:00:00Z,28.42,PPL,-0.0052640935737269245,27.91523809523809,1.0180819487564396,-1.0
79,2021-03-25T04:00:00Z,28.73,PPL,0.010848750322243639,27.974285714285717,1.027014605249719,-1.0
80,2021-03-26T04:00:00Z,29.27,PPL,0.018621227712596333,28.082857142857144,1.0422728660087495,-1.0
81,2021-03-29T04:00:00Z,29.06,PPL,-0.007200442561657638,28.21952380952381,1.0297835001096842,-1.0
