,t,c,symbol,returns,ma,ratio,position
0,2020-11-30T05:00:00Z,209.6,RMD,,,,
1,2020-12-01T05:00:00Z,211.61,RMD,0.009544005399793498,,,
2,2020-12-02T05:00:00Z,209.26,RMD,-0.01116745989377943,,,
3,2020-12-03T05:00:00Z,207.4,RMD,-0.008928202157473919,,,
4,2020-12-04T05:00:00Z,209.69,RMD,0.0109809538032275,,,
5,2020-12-07T05:00:00Z,209.21,RMD,-0.0022917174030974152,,,
6,2020-12-08T05:00:00Z,212.11,RMD,0.013766475835567782,,,
7,2020-12-09T05:00:00Z,211.77,RMD,-0.0016042279556343075,,,
8,2020-12-10T05:00:00Z,208.73,RMD,-0.014459229317675515,,,
9,2020-12-11T05:00:00Z,204.53,RMD,-0.02032688676773997,,,
10,2020-12-14T05:00:00Z,206.38,RMD,0.009004465697493025,,,
11,2020-12-15T05:00:00Z,208.65,RMD,0.010939077349993553,,,
12,2020-12-16T05:00:00Z,210.51,RMD,0.008874950894745659,,,
13,2020-12-17T05:00:00Z,213.73,RMD,0.015180378255411853,,,
14,2020-12-18T05:00:00Z,218.45,RMD,0.021843619209725773,,,
15,2020-12-21T05:00:00Z,213.47,RMD,-0.023060847824436514,,,
16,2020-12-22T05:00:00Z,211.67,RMD,-0.008467849440929598,,,
17,2020-12-23T05:00:00Z,209.98,RMD,-0.008016170045284099,,,
18,2020-12-24T05:00:00Z,212.42,RMD,0.011553158806599129,,,
19,2020-12-28T05:00:00Z,211.43,RMD,-0.004671472456616144,,,
20,2020-12-29T05:00:00Z,211.26,RMD,-0.0008043720417614253,210.5647619047619,1.00330177798483,
21,2020-12-30T05:00:00Z,209.72,RMD,-0.007316294690684622,210.57047619047617,0.9959610853056776,
22,2020-12-31T05:00:00Z,212.56,RMD,0.01345099374722647,210.6157142857143,1.0092314370790403,
23,2021-01-04T05:00:00Z,212.18,RMD,-0.001789330420432833,210.7547619047619,1.006762542788391,
24,2021-01-05T05:00:00Z,214.61,RMD,0.01138745640226535,211.09809523809525,1.016636364046505,
25,2021-01-06T05:00:00Z,213.21,RMD,-0.006544831926476924,211.2657142857143,1.0092030347700256,
26,2021-01-07T05:00:00Z,215.26,RMD,0.00956900432923824,211.5538095238095,1.017518902091779,
27,2021-01-08T05:00:00Z,218.94,RMD,0.01695111984025921,211.8790476190476,1.0333253922947954,
28,2021-01-11T05:00:00Z,220.3,RMD,0.0061925341318866955,212.28523809523813,1.0377546831643856,
29,2021-01-12T05:00:00Z,216.88,RMD,-0.015646048617887764,212.67333333333332,1.019779944202376,
30,2021-01-13T05:00:00Z,216.48,RMD,-0.0018460407679325996,213.24238095238096,1.0151828123150717,
31,2021-01-14T05:00:00Z,213.28,RMD,-0.014892307992078635,213.57095238095238,0.9986376781219133,
32,2021-01-15T05:00:00Z,211.62,RMD,-0.007813642954383582,213.71238095238095,0.990209360154725,
33,2021-01-19T05:00:00Z,214.9,RMD,0.015380590172449082,213.92142857142858,1.004574443220141,
34,2021-01-20T05:00:00Z,217.96,RMD,0.014138756066433444,214.12285714285713,1.0179202860840906,
35,2021-01-21T05:00:00Z,217.07,RMD,-0.004091677547227057,214.05714285714285,1.0140750133475707,
36,2021-01-22T05:00:00Z,215.52,RMD,-0.007166169505616438,214.1547619047619,1.006375006948691,
37,2021-01-25T05:00:00Z,221.68,RMD,0.028181187892668547,214.63142857142853,1.0328403509005473,
38,2021-01-26T05:00:00Z,222.28,RMD,0.0027029478569975396,215.21714285714287,1.0328173539017071,
39,2021-01-27T05:00:00Z,214.06,RMD,-0.03768149885549121,215.2952380952381,0.9942625851543838,
40,2021-01-28T05:00:00Z,215.93,RMD,0.008697931530511127,215.5095238095238,1.0019510793910333,
41,2021-01-29T05:00:00Z,201.57,RMD,-0.06881756548657236,215.04809523809524,0.9373252052143374,
42,2021-02-01T05:00:00Z,202.67,RMD,0.00544232493105401,214.71238095238095,0.9439138958872999,
43,2021-02-02T05:00:00Z,206.67,RMD,0.019544277741991856,214.43190476190475,0.9638024725354036,
44,2021-02-03T05:00:00Z,203.21,RMD,-0.01688339118136195,214.00476190476192,0.949558309783939,
45,2021-02-04T05:00:00Z,204.06,RMD,0.0041741411553068986,213.50238095238092,0.9557738845334613,
46,2021-02-05T05:00:00Z,202.17,RMD,-0.009305140620923247,212.97666666666663,0.9492589172522813,
47,2021-02-08T05:00:00Z,201.55,RMD,-0.0030714380630607607,212.32380952380953,0.9492576477976137,
48,2021-02-09T05:00:00Z,199.86,RMD,-0.008420368129531397,211.4152380952381,0.9453434000342364,
49,2021-02-10T05:00:00Z,200.4,RMD,0.002698247777066065,210.46761904761902,0.95216547280206,
50,2021-02-11T05:00:00Z,200.53,RMD,0.0006484922782323821,209.68904761904764,0.9563208106334322,
51,2021-02-12T05:00:00Z,200.55,RMD,9.973072712021747e-05,208.93047619047618,0.9598886847755235,
52,2021-02-16T05:00:00Z,194.1,RMD,-0.0326901020410979,208.0171428571429,0.9330961733923027,
53,2021-02-17T05:00:00Z,199.73,RMD,0.02859296430211611,207.4509523809524,0.9627817935163101,
54,2021-02-18T05:00:00Z,199.88,RMD,0.000750731998923726,206.73571428571427,0.966838268320492,
55,2021-02-19T05:00:00Z,201.18,RMD,0.006482843230187996,205.93666666666667,0.9769022838736828,
56,2021-02-22T05:00:00Z,200.02,RMD,-0.005782668157822357,205.1247619047619,0.9751138679827841,
57,2021-02-23T05:00:00Z,200.09,RMD,0.0003499037800320792,204.39000000000001,0.9789617887372181,
